temperature,sound_volume,humidity,is_beyond_range,is_anomaly
-1.369852136354029,1.056033993732014,1.54695891176545,1,1
0.051401239306592385,0.05576839546213199,-0.2722718277481792,0,0
-0.19227390980415018,0.05780581900721269,-0.30154139286122783,0,0
0.03633572360023574,-0.025092072945914156,0.3255637047025129,0,0
-1.1666995621268892,-1.0534116236040416,-1.0462046984232318,1,1
0.33804901555514527,0.009860253467709044,-0.092801907721144,0,0
-0.4093448832893723,0.4603239191727405,0.012156983008653558,0,0
1.0107540661217322,-0.905900141689501,1.6385645932088604,1,1
0.06034610415149893,-0.13547792119305593,0.35695669695093335,0,0
-0.9534694897532893,1.341538845744883,-1.7208690977007588,1,1
0.26625737241271324,0.17172387308210096,-0.40449880102448094,0,0
0.44109589439583524,-0.015369023621375788,0.019655242644862916,0,0
1.0082946336695189,-1.2296020926504634,1.4386825868445356,1,1
-1.3617604360657887,1.825769206289412,-1.3584758436221644,1,1
-1.380611565925562,0.9379573302747188,1.748331409254385,1,1
-0.424325394763683,-0.260294858233707,0.08504520219436162,0,0
-1.3858024931262676,-1.6113788592454368,-1.1257058865811427,1,1
1.3434347333298184,-1.5560735661206058,-1.4657407318996036,1,1
-0.06787861753968293,-0.14384452202417736,-0.10364667250700689,0,0
0.4265974427425467,0.3277247211555643,-0.057982703289862804,0,0
0.3476649593729743,0.3765043874906527,0.23845462253326918,0,0
0.23663302455646718,0.2502898334144409,-0.12474259167040426,0,0
-0.04823703188115242,-0.3381344623233328,-0.3449003554706859,0,0
-1.7332777445461953,-1.1736156003523608,1.6895341591377124,1,1
-1.1615560493452985,1.6070645377052004,-1.0980415544071467,1,1
1.2099533714048671,-1.5144958002677027,1.402261593696451,1,1
1.101368161703303,0.9440006595041014,-1.4455643697261127,1,1
0.1074409138178879,-0.22288159241940037,-0.22736234327319377,0,0
-0.1294879970441512,0.2647701761776949,-0.37390582714808573,0,0
1.280764490560873,1.7531468167436604,-1.674747237000003,1,1
1.1593389843192343,-1.6817093118154842,-1.6440701306973342,1,1
-1.7344617974853798,-1.5084485301881425,1.3406703811092369,1,1
1.0733378185362272,-1.2368911513486776,-1.7831842468462078,1,1
-0.12491468525068142,-0.3951691637701989,-0.09498408469925995,0,0
-1.578157269065085,-1.5485791381841332,1.624572812545036,1,1
1.6041649046810333,0.9674528978704391,1.4592935341247413,1,1
-0.050358088990645686,-0.1333490386285423,0.34216620134111353,0,0
-0.23744339892418326,0.02787826094754038,0.14460133898435945,0,0
-1.2678778615954756,-1.4063197824115155,-1.6621621840713272,1,1
1.3527249499897984,1.2582761770234314,-1.0282793225653244,1,1
-0.40117202636774635,-0.13172043009279302,0.3867834515734198,0,0
1.774262425641873,1.7250361631560984,-1.5024940273820169,1,1
1.2344936515127898,1.0994051372675524,1.1962855486230004,1,1
-0.383445934903857,-0.05258412875226357,-0.3299131819288855,0,0
0.34857855465988075,0.21176472128669957,-0.313652894283376,0,0
0.16949814589789167,-0.018940863507365294,0.40044433150398173,0,0
-0.3109350920700392,-0.14089391636829962,-0.21981160781213224,0,0
1.594749053226134,-1.5332785982599209,1.6736541851159241,1,1
-1.0294141958305831,1.4751025030740788,-1.1387008887567711,1,1
0.17464099679870418,-0.02589712332467801,-0.30669409307018985,0,0
1.7664723031660055,1.4536329696298604,1.4078277222260678,1,1
-0.16476934473346772,-0.2847189251214434,-0.09689916544678764,0,0
-0.07506379824422434,0.4051483892528988,0.09997940795242487,0,0
-0.42791370043895904,-0.27757428345987717,-0.032252761249773367,0,0
-0.4120783295954783,-0.22979271688454175,0.06950023406752202,0,0
0.31202351310197574,-0.14422847142095319,0.43716290521108836,0,0
0.3705372194827217,-0.29885595418616945,-0.050024246668563435,0,0
-0.3344781665764156,0.2500692006760179,-0.06668151113160709,0,0
-0.16331541750316983,-0.42303414085183794,0.20513874839720808,0,0
