temperature,sound_volume,humidity,is_anomaly
54.829103158935965,71.48029450959953,66.93502319662707,1
70.46217167062798,60.411401176367356,46.91262358616717,0
67.78186823854337,60.4339472120744,46.590483619867726,0
70.2964586153524,59.5166029335487,53.49238374086862,0
57.06367875650896,48.13726584707922,38.39474134519914,1
73.61515227321397,59.90338377804628,48.88786420781546,0
65.3941972866156,64.88819408723822,50.04303864897758,0
81.01456769326916,49.769621155072635,67.94323261207418,1
70.56056066117884,58.29507818866159,53.837894083297186,0
59.40910173826273,74.63967813582519,30.969404958844436,1
72.82548049826327,61.69455918499971,45.457337436523765,0
74.74861583743153,59.62419775239803,50.1255642723404,0
80.9875151798442,46.18755017998018,65.74333717306189,1
54.91810777074443,79.99814914477595,34.95789437456112,1
54.71075487388066,70.17366355556754,69.15132293678963,1
65.2294192349123,56.91385967562526,50.84524422946442,0
54.653657299333034,41.96282595287959,37.519753624164025,1
84.673886821051,42.57483179554851,33.77734019272248,1
69.1501535561409,58.20249376676245,48.76850704794137,0
74.5891402000182,63.42085743039136,49.27108334000086,0
73.72092279315298,63.960650985650744,52.533663763786834,0
72.49962765064163,62.56396650646093,48.536325986757,0
69.36620106711716,56.052490179104176,46.11327616222898,0
50.831605225725674,46.8070941415254,68.50420214432384,1
57.12025479642021,77.57797329125692,37.82422644430356,1
83.20565933132787,43.03492944966749,65.3424888017246,1
82.01127692795664,70.24053876024652,33.99940063692485,1
71.07857975521796,57.327873162905746,47.406896041511835,0
68.47248153280552,62.72420531678524,45.794042800456495,0
83.98454583820485,79.1945131056312,31.47702079100402,1
82.64892666526175,41.18455238341733,31.814652113927252,1
50.81858124208087,43.10184826361418,64.66461774110054,1
81.70295732594799,46.106889790009994,30.283566273912612,1
68.52278565015504,55.4213467830901,48.863847232658,0
52.53785202329987,42.65776479211052,67.78923948870167,1
87.54178687434315,70.50006015671515,65.97018064807085,1
69.34287051137125,58.318636305692046,53.67511032689709,0
67.28502669702486,60.10277022422277,51.500717306169,0
55.95076862058497,44.23200031258133,31.61553151060856,1
84.77607450694931,73.71829725427524,38.592027500714885,1
65.48409458035651,58.33665841321527,54.16616646082651,0
89.41277359943273,78.8834418995172,33.372834511740564,1
83.47559000434734,71.9602375990805,63.075522553262175,1
65.67907262371257,59.212377102171416,46.27822455012037,0
73.73097187937276,62.13764937875969,46.457184794111434,0
71.76117793043899,59.584671935685165,54.316517700534206,0
66.4766552316235,58.23514503391573,47.48999921224799,0
87.43821726922475,42.827079866681615,68.32942762080575,1
58.57374837091906,76.11768745528032,37.376731015295405,1
71.81774668999634,59.507694282900474,46.53377315405605,0
89.32708619107522,75.88010658074124,65.40374944738242,1
68.084404547338,56.643584069214626,48.84276991069963,0
69.07112020139459,64.27762419825709,51.00960965549758,0
65.18994968681965,56.72264634686652,49.554266319647716,0
65.36413075934594,57.251394975862574,50.67415677089902,0
73.32888490536163,58.1982450003092,54.720641234685985,0
73.97250608958436,56.48714435256646,49.358673877744714,0
66.21769331600942,62.56152499467481,49.175344518663344,0
68.10039701173,55.11299422194723,52.16699024028297,0
54.93918373182099,76.76314699015533,62.136039349195265,1
71.45552430330265,63.13043736025344,52.411813704508376,0
67.18955606205381,63.083317143121334,46.97187828701571,0
89.95789166949443,71.59996422826862,30.06972133519793,1
65.26511854961271,64.3014967634721,50.96119130959947,0
65.41975504145756,55.592387189269004,45.47433138507522,0
56.820389210770344,45.46373095336083,60.51227504258262,1
83.81137600137768,72.49980783563267,60.411565784170406,1
86.17370423178411,49.88189606728218,65.28398150180487,1
74.72087623543254,63.92663993459194,47.65786265330569,0
68.60802136361707,63.07160019095309,51.570812001863224,0
54.55687816664438,47.18859543855318,35.370022930073546,1
81.93295240133425,49.490243892691566,38.21144804454493,1
83.03724602267135,49.212705077846095,69.7826350967768,1
70.07669289566579,64.75404416514496,48.8880302749321,0
52.14266549614031,44.68262130494969,32.79224939961905,1
69.04480755257426,61.12372859248289,52.59227490229166,0
87.87472256277373,49.09944181328247,67.11782694095622,1
68.64155043705722,59.40233077390351,45.4546792555555,0
69.48303285224056,57.422758884130396,47.987464674777826,0
84.51852051035456,42.173024870790485,64.09388770448675,1
66.97371326539312,64.8341815194535,49.44226523903984,0
69.71726419481355,62.085886589319095,46.22527712508064,0
87.0402377050836,73.31711840021518,63.06871335813422,1
58.77614652233759,48.07829614783194,61.41013309986852,1
85.43647267870949,47.2753047104785,64.22852406009581,1
67.86945704657957,56.03980373280503,51.19923538158123,0
73.55035711356044,56.85881987948066,48.94326824763662,0
66.86710974657065,57.54126668608064,54.37573321535939,0
53.94297306430712,79.53606814991946,38.201200895297156,1
58.315904187969686,79.35685442759194,69.59798402186752,1
84.30819699331023,76.34791373266299,67.75171091008373,1
84.22568463852124,72.9344239721323,66.99561118553079,1
65.44944277480258,63.280337060291444,52.42267316971256,0
70.47553127128828,58.77692447560484,45.407378250287564,0
84.02065035135261,78.64231747276511,32.70057639806442,1
53.20043479655927,70.37036656545628,62.92980331796055,1
71.02036866664507,63.90629954089138,48.57498178290618,0
86.33338584238037,48.629670592252516,67.22097314380842,1
